i,i_user_all,i_user_2,i_user_3,i_user_4
15422008,2,0,2,0
15430000,1,0,0,1
15433002,1,1,0,0
15433003,1,0,0,1
15433007,1,0,0,1
15433008,1,0,0,1
15435002,1,1,0,0
15440001,2,0,2,0
15440002,9,4,5,0
15440003,4,2,2,0
15440007,1,0,1,0
15440017,1,0,1,0
15440024,2,1,1,0
15441006,1,1,0,0
15442003,1,1,0,0
15442004,2,0,2,0
15442006,1,0,1,0
15449011,2,1,1,0
15450009,1,0,0,1
15451006,1,1,0,0
15459000,3,0,3,0
15459019,1,0,1,0
15459020,1,0,1,0
15459021,2,1,1,0
15469003,1,0,1,0
15469014,1,0,0,1
15469017,2,0,1,1
15469025,1,0,1,0
15469027,2,2,0,0
15469028,1,1,0,0
15469037,1,0,0,1
15500028,1,0,1,0
15501000,2,0,0,2
15502002,1,0,1,0
15502008,1,0,0,1
15502010,2,0,1,1
15502022,1,1,0,0
15502030,2,0,1,1
15502031,4,0,2,2
15502035,2,1,0,1
15502036,3,1,0,2
15502037,2,0,1,1
15502043,2,1,1,1
15502049,2,0,0,2
15502060,1,0,0,1
15502062,1,0,0,1
15502063,4,1,0,3
15502065,1,0,1,0
15502070,1,1,0,0
15503000,1,0,0,1
15503003,1,0,1,0
15503005,1,0,0,1
15503022,3,0,0,3
15503029,1,1,0,0
15503035,1,1,0,0
15503038,1,1,0,0
15503039,4,3,1,0
15503040,1,1,0,0
15503041,1,1,0,0
15503042,1,0,0,1
15503043,2,1,0,1
15503044,1,0,0,1
15503045,1,0,0,1
15503049,1,0,0,1
15603044,1,1,0,0
15604010,1,0,1,0
15605013,1,0,0,1
15605016,1,0,1,0
15605048,2,0,0,2
15605051,1,1,0,0
15605055,1,0,1,0
15605059,1,1,0,0
15605060,1,0,0,1
15605066,1,1,0,0
20012187,1,1,0,0
20012188,1,1,0,0
20014000,1,0,1,0
20014001,6,0,4,3
20100012,1,1,0,0
20100027,1,0,1,1
20100034,1,1,0,0
20101014,2,1,0,1
20103016,1,1,0,0
20103019,3,0,2,1
20110007,1,1,0,0
20110008,1,0,0,1
20110014,2,2,0,0
20110019,4,1,2,1
20121037,9,7,4,0
20121056,2,0,0,2
20121061,3,2,1,0
20130000,1,1,0,0
20130039,5,4,1,0
21000007,1,1,0,0
21000017,1,0,1,0
21001186,3,3,0,0
21011008,2,1,1,0
21011010,3,2,1,0
21011017,2,0,1,1
21011027,2,0,2,0
21011029,1,0,0,1
21012001,1,0,1,0
21012003,1,0,0,1
21012004,3,1,0,2
21021043,15,6,7,5
21021045,3,3,0,1
21021050,1,0,1,0
21021052,2,0,0,2
21021059,1,1,0,0
21021065,1,0,1,0
21110004,2,2,0,1
21120007,2,0,1,1
21200001,1,0,1,0
21200006,1,1,0,0
21200008,2,1,0,1
21400001,1,1,1,0
21400005,1,1,0,0
21400021,1,0,0,1
21700003,2,1,0,1
21700006,1,1,0,0
21700012,1,0,1,0
21801037,1,0,0,1
21801107,1,0,0,1
21801116,3,0,3,0
21801119,6,1,4,1
21801125,17,3,7,7
21812019,1,0,0,1
22000005,1,0,0,1
22000009,2,0,0,2
22000014,2,0,1,1
22000029,1,1,0,0
22000031,4,0,2,3
22000049,12,6,6,2
22001000,2,0,0,2
22001001,2,0,0,2
22001006,17,15,0,2
22001012,1,0,0,1
22001038,6,3,2,2
22002006,1,0,1,0
22002008,1,0,0,1
22002239,21,0,13,9
22002240,24,7,15,4
22002242,2,0,1,1
22003002,4,0,1,3
22004008,10,5,5,0
22005000,9,4,5,1
22005001,1,0,1,0
22005006,5,0,3,2
22007005,4,2,1,1
22007008,2,0,0,2
22007011,1,1,0,0
22007022,3,1,0,2
22007031,9,0,2,7
22008007,1,0,0,1
22008009,14,4,6,4
22008011,2,2,0,0
22008012,17,12,5,1
22008019,17,12,3,3
22008020,17,11,5,2
22008021,17,11,2,5
22008022,1,0,0,1
22010032,5,0,2,3
22013007,2,0,1,1
22020002,15,0,15,0
22020003,1,0,0,1
22020004,1,0,0,1
22020006,20,15,4,2
22020010,3,0,0,3
22021002,3,3,0,0
22021003,4,4,0,0
22021004,1,1,0,0
22021005,5,5,0,0
22021008,1,1,0,0
22021009,2,1,0,1
22021010,1,1,0,0
22021016,1,0,1,0
22021260,8,4,2,2
22021268,11,11,0,0
22021276,9,8,1,0
22030000,1,1,0,0
22030005,7,0,0,7
22030008,9,1,3,6
22030010,2,0,0,2
22030011,22,1,4,17
22032012,4,0,2,2
22034000,8,8,0,0
22034001,3,0,0,3
22034002,2,0,0,2
22034004,3,2,1,0
22034007,1,0,1,0
22034021,1,0,0,1
22034026,10,10,0,0
22035000,37,3,31,4
22035007,3,0,3,0
22035009,1,0,0,1
22036000,61,29,22,20
22036007,1,0,1,0
22040005,1,1,0,0
22040009,2,1,1,0
22040011,1,1,0,0
22040018,1,1,0,0
22040157,4,0,0,4
22040158,1,0,0,1
22041001,1,0,1,0
22042082,3,0,0,3
22071000,3,0,3,0
22100000,18,7,8,3
22100002,3,2,0,1
22100010,25,6,14,8
22100021,1,0,1,0
22100025,3,2,0,1
22100056,1,0,0,1
22101000,16,9,7,4
22101001,17,6,10,3
22101002,3,1,2,0
22101004,1,0,1,0
22102000,19,9,9,5
22102001,8,1,5,2
22102004,9,4,5,0
22102005,48,24,25,8
22102006,5,3,2,0
22102009,5,0,4,2
22102012,1,0,0,1
22102013,10,4,5,4
22102014,55,23,24,19
22103001,16,7,8,3
22103003,6,3,1,2
22103004,9,2,6,2
22103005,11,5,5,2
22103006,4,1,2,1
22103007,1,1,0,0
22103008,3,0,0,3
22103009,1,0,1,0
22103010,13,4,5,4
22103011,10,2,2,7
22103012,1,0,1,0
22103013,2,0,1,1
22110003,1,1,0,0
22110004,3,0,0,3
22110085,2,1,0,1
22111001,12,8,4,0
22111004,28,6,15,8
22111006,4,2,1,1
22111008,5,1,2,3
22111012,16,4,5,8
22111015,1,1,0,0
22111024,1,1,1,0
22111026,7,2,2,3
22111029,4,2,1,1
22111031,15,2,11,5
22111034,1,1,0,0
22120005,4,2,1,1
22120028,3,3,0,0
22120039,2,2,0,0
22120055,1,1,0,0
22130000,9,1,2,6
22130003,1,0,0,1
22130007,7,2,2,3
22130011,2,1,1,0
22130016,10,5,3,2
22130017,6,3,2,1
22130029,4,0,1,3
22132010,4,2,1,3
22160001,3,0,0,3
22170000,1,0,1,0
22170001,21,9,8,7
22170003,4,3,1,0
22171000,5,4,1,0
22171002,3,1,1,1
22171004,14,3,6,5
22171005,1,0,0,1
22172000,7,7,0,0
22172001,1,0,0,1
22172003,4,2,3,0
22172005,4,4,0,0
22172006,3,2,1,0
22172007,8,2,5,1
22172008,6,4,4,0
22172012,7,2,2,3
22180002,2,0,1,1
22190000,10,5,5,4
22190002,2,1,0,1
22500001,1,1,0,1
22500022,26,13,15,6
22500056,2,0,0,2
22500072,1,0,0,1
22500092,1,1,0,0
22500094,1,1,0,0
22501003,2,2,0,0
22501065,1,0,0,1
22503000,1,1,0,0
22511000,3,1,2,0
22511001,1,1,0,0
22600000,11,3,5,4
22600002,9,3,3,4
22601000,21,7,6,10
22601002,2,0,2,0
22602000,1,0,0,1
22603000,7,4,1,3
22603001,5,1,4,0
22603002,1,0,1,0
22604000,12,4,5,4
22610000,1,0,0,1
22610002,1,0,1,1
22610003,1,0,1,0
22610004,1,0,1,1
22610103,12,7,1,5
22620012,1,0,0,1
22621002,5,1,2,2
22622000,2,0,0,2
22622001,1,0,0,1
22630000,4,2,1,1
22630007,1,0,0,1
22630009,18,6,3,9
22630010,9,2,5,2
22630013,1,0,0,1
22630049,3,0,2,1
22631002,9,5,3,2
22631005,1,1,0,0
22671053,1,0,0,1
22671055,1,1,0,0
22671056,2,1,1,0
22671058,2,2,0,0
22671060,1,0,0,1
22671064,2,1,0,1
22671067,1,0,0,1
22671069,1,0,0,1
22671070,4,0,0,4
22671071,3,0,0,3
22671072,1,0,0,1
22671073,3,3,0,0
22671075,1,0,0,1
22671076,3,1,0,2
22671077,3,0,1,2
22671078,1,0,0,1
22671079,4,1,2,1
22671080,1,0,0,1
22700000,1,0,0,1
22700003,1,1,0,0
22701000,1,0,0,1
22701003,1,1,0,0
22701014,12,2,3,8
22702003,7,6,2,0
22702004,1,1,0,0
22702005,6,2,0,4
22702006,1,0,1,0
22713001,1,1,0,0
22800000,4,1,1,3
22800001,5,3,0,2
22801000,3,1,0,2
22802001,10,6,2,2
22820000,1,1,0,0
22821000,1,1,0,0
22830002,3,2,0,1
22830003,6,3,2,1
22830005,2,1,1,0
22840002,5,0,0,5
22850004,2,2,0,0
22851000,2,0,0,2
22851001,2,1,0,1
22852000,1,0,0,1
22860001,2,1,1,0
22870001,1,1,0,0
22900001,3,3,0,0
22901000,3,2,1,0
22902014,1,0,0,1
23110001,46,24,16,14
23110004,2,0,0,2
23110005,3,1,1,1
23110006,9,8,1,0
23110007,34,11,15,11
23110009,95,35,37,46
23110028,2,1,0,1
23110029,1,0,1,0
23110144,11,3,2,6
23110172,2,1,0,1
23110175,1,0,1,0
23110184,1,0,0,1
23110186,3,1,2,1
23110187,3,1,2,2
23110188,1,0,1,0
23110189,1,1,0,0
23110190,3,2,1,1
23110192,3,1,1,1
23110193,1,1,0,1
23112002,1,1,0,0
23112013,6,0,4,2
23112029,2,2,0,0
23112031,1,0,0,1
23112032,3,2,0,1
23113003,2,0,0,2
23113005,1,1,0,0
23113019,2,0,0,2
23113022,1,0,0,1
23113023,4,1,2,1
23113024,9,2,2,6
23113025,4,0,1,3
23113026,2,1,1,0
23113027,11,5,5,6
23113028,2,0,0,2
23120001,38,10,24,13
23120059,1,0,0,1
23121051,2,0,2,0
23121052,8,6,2,0
23121054,1,0,0,1
23121061,1,0,1,0
23130012,5,1,1,3
23130073,1,0,0,1
23130079,1,0,0,1
23131002,25,10,15,8
23132060,1,0,0,1
23132061,14,7,8,5
23132063,11,5,1,6
23132068,47,21,15,15
23132072,3,0,3,0
23134002,17,2,8,8
23134003,30,14,11,10
23135028,1,0,1,1
23141012,1,0,0,1
23142001,6,0,0,6
23142012,1,0,0,1
23142046,1,0,1,0
24000137,2,1,0,1
24000333,1,1,0,0
24000335,1,1,0,0
24000370,3,0,0,3
24000371,1,0,0,1
24000372,1,0,0,1
24000373,7,3,3,1
24000377,1,1,0,0
24000379,2,0,0,2
24000380,2,2,0,0
24000388,2,1,1,0
24000390,2,1,0,1
24000393,4,1,0,3
24010000,10,7,3,1
24010016,4,1,4,0
24010017,5,2,2,1
24010378,1,0,1,0
24010380,12,2,7,6
24010384,10,3,3,6
24010556,2,0,0,2
24010809,16,6,4,7
24010811,3,0,3,0
24010812,1,0,1,0
24010817,3,1,1,2
24010819,8,1,6,1
24010822,1,1,0,0
24010823,11,4,4,3
24010825,2,0,0,2
24010829,2,1,2,0
24010885,3,1,1,1
24011002,1,0,0,1
24011017,3,2,1,0
24011018,11,2,2,7
24011096,3,2,0,1
24011098,2,0,2,0
24011099,1,0,1,0
24011103,1,0,0,1
24011108,3,2,2,0
24011110,2,0,1,1
24011146,1,0,0,1
24012001,1,0,0,1
24012002,1,1,0,0
24012004,1,1,0,0
24012008,2,2,0,0
24012151,2,1,1,0
24030061,1,0,0,1
24030065,4,1,0,3
24030074,2,0,0,2
24100000,2,0,1,1
24100001,1,0,0,1
24100003,2,1,1,1
24100023,2,1,1,0
24101000,9,3,2,6
24101002,11,4,2,5
24101003,3,2,1,1
24101005,2,1,2,0
24101006,18,5,8,9
24101076,1,0,1,0
24102002,4,1,2,2
24102005,1,1,0,0
24110003,1,1,0,0
24111002,1,1,0,0
24111003,1,1,0,0
24111015,2,0,1,1
24112000,1,1,0,0
24112001,1,1,0,0
24112007,1,1,0,0
24112019,1,1,0,0
24220021,1,1,0,0
24220023,1,0,1,0
24400000,1,1,0,0
24401008,3,3,1,1
24403016,1,0,0,1
24403017,1,1,1,0
24403018,1,1,0,0
24403020,1,0,1,0
24403022,1,1,0,0
25005060,2,1,0,1
25012012,5,2,3,1
25100108,8,4,1,3
25100113,3,0,1,2
25101002,9,3,4,4
25101011,13,8,3,6
25101044,39,19,17,18
25101046,13,6,4,5
25110012,2,0,1,1
25111009,1,1,0,0
25111021,3,2,1,0
25111045,6,2,3,2
25111048,29,13,11,6
25111051,4,1,1,2
25112007,1,0,1,0
25112008,2,1,1,0
25112014,1,0,1,0
25112047,1,1,0,0
25120014,9,1,2,7
25120016,36,14,14,19
25120034,1,1,0,0
25120035,1,1,0,0
25120036,14,6,2,11
25121001,3,3,0,0
25121003,6,4,1,1
25121013,2,0,0,2
25121022,3,1,2,0
25130010,11,6,3,3
25150001,3,1,2,0
25405948,4,0,2,3
27000006,1,0,0,1
27000012,2,0,1,1
27000013,2,2,0,0
27000019,1,0,0,1
27000020,4,2,1,1
27000034,2,1,0,1
27000037,3,1,0,2
27000038,1,1,0,0
27000556,2,2,1,0
27000573,15,8,5,5
27000574,23,11,8,6
27000575,2,0,1,2
27000576,20,8,6,8
27000577,3,1,1,1
27000578,5,1,2,2
27000581,30,8,13,13
27000582,40,19,15,21
27000611,2,0,0,2
27002163,3,0,1,2
27002165,3,2,1,1
27002166,1,0,0,1
27002167,6,2,2,2
27002169,7,2,4,1
27002173,3,1,2,1
27002174,9,2,2,6
27002176,5,1,2,2
27002177,3,1,1,2
27002182,5,1,3,1
27002186,2,1,1,1
27002187,3,0,0,3
27002188,9,1,4,5
27002190,1,0,0,1
27002194,4,1,1,2
27002262,1,0,0,1
27002269,1,0,1,1
27002435,1,0,0,1
27002436,3,1,2,0
27002438,1,1,0,0
27002440,7,3,2,2
27002441,1,0,1,0
27002554,2,0,1,1
27002555,11,6,4,4
27002557,2,2,0,0
27002558,8,0,7,1
27002559,2,1,0,1
27002560,4,2,2,0
27002561,3,1,1,1
27002562,2,2,0,0
27002563,1,1,0,0
27002572,1,0,1,0
27002573,1,0,1,0
27002574,1,1,0,0
27002575,2,0,2,0
27002576,1,0,1,0
27002584,4,0,0,4
27002588,1,0,0,1
27002590,1,0,1,0
27002594,1,1,0,0
27002595,2,2,0,0
27030003,1,1,0,0
27030020,2,0,2,0
27100542,34,15,8,15
27200170,4,1,0,3
27200924,28,14,13,7
27200925,7,4,3,3
27200938,19,7,4,9
27200939,3,3,0,0
27200941,1,1,0,0
27201062,2,0,2,0
27210006,4,0,1,3
27240000,10,7,1,2
27300273,26,12,8,10
27300274,30,12,11,14
27300275,7,1,1,5
27300276,11,5,4,4
27300278,1,0,0,1
27300279,5,2,2,1
27300281,9,6,2,2
27300282,10,3,5,3
27300284,2,2,0,0
27400047,3,3,0,0
27400048,2,2,0,0
27400052,1,0,0,1
27400059,2,0,2,0
27400061,4,3,0,1
27400118,3,1,0,2
27400119,3,2,1,0
27400126,4,4,0,0
27400145,6,1,3,3
27400158,5,3,0,2
27400289,6,3,2,2
27400302,2,0,2,0
27400708,6,3,1,2
27400855,12,3,5,5
27401706,1,0,1,0
27401707,1,0,0,1
27410000,63,31,20,28
27410001,17,10,6,2
27410002,14,6,5,5
27410003,25,12,9,9
27410004,2,0,0,2
27410005,15,8,4,5
27410007,3,1,0,2
27410042,3,2,1,0
27410044,19,7,8,6
27410045,2,1,1,0
30000079,1,1,0,0
30000083,2,0,2,0
30000087,1,0,0,1
30000094,1,0,0,1
30001004,1,0,1,0
30005018,1,1,0,0
30010020,1,0,0,1
30010023,3,1,0,2
30010038,1,0,0,1
30011012,2,0,2,0
30011016,1,0,0,1
30011032,1,0,1,0
30011088,1,0,0,1
30011099,1,1,0,0
30011100,1,0,1,0
30012002,1,0,1,0
30014001,1,0,0,1
30020018,1,0,0,1
30030002,1,0,1,0
30050005,1,1,0,0
30102002,1,0,1,0
30103006,1,0,1,0
30124012,1,1,0,0
30133003,1,0,0,1
30141008,3,0,1,2
30161016,1,1,0,0
30161020,1,1,0,0
30161060,1,0,1,0
30162005,1,1,0,0
30164008,1,1,0,0
30165004,1,1,1,0
30165005,1,0,1,0
30166013,2,0,2,0
30166014,1,0,1,0
30167005,1,0,1,0
30167007,1,0,1,0
30168005,2,1,1,0
30170011,1,0,1,0
30171006,1,0,0,1
30171012,1,1,0,0
30175021,1,0,0,1
30175023,1,0,1,0
30231015,1,1,0,0
30241008,1,1,0,0
30300047,1,1,0,0
30302004,1,0,1,0
30304013,1,0,0,1
30304018,2,0,2,0
30304027,1,0,0,1
30308012,1,0,1,0
30313001,1,1,0,0
30320004,2,0,0,2
30320005,1,1,0,0
30320008,1,0,0,1
30320009,1,0,0,1
30321004,5,0,2,3
30321007,3,1,1,1
30321008,1,0,1,0
30321014,1,1,0,0
30323001,5,0,2,3
30330002,1,1,0,0
30330004,1,0,1,0
30331005,1,0,0,1
30332004,1,1,0,0
30332007,2,2,0,0
30332035,1,1,0,0
30334046,1,0,1,0
30335002,1,1,0,0
30335006,3,1,1,1
30335010,1,0,1,0
30335030,1,0,0,1
30335045,1,0,1,0
30336007,1,0,1,0
30338004,1,0,1,0
30338006,1,0,0,1
30338008,1,1,0,0
30338013,1,0,0,1
30340024,1,1,0,0
30346001,1,1,0,0
30348004,1,0,1,0
30348011,1,1,0,0
30348029,1,0,0,1
30348044,1,0,0,1
30350005,2,2,0,0
30350006,1,1,0,0
30350025,1,1,0,0
30351005,1,1,0,0
30351007,1,0,0,1
30351010,1,0,1,0
30356016,1,0,0,1
30360010,1,1,0,0
30364004,3,0,2,1
30365012,1,0,0,1
30365017,1,1,0,0
30365021,5,2,0,3
30380001,24,11,7,8
30380002,117,47,46,57
30380003,179,82,72,82
30421006,1,0,1,0
30421009,1,1,0,0
30445002,1,1,0,0
30446001,1,0,1,0
30447003,1,0,0,1
30447005,1,1,0,0
30448015,1,0,0,1
30448016,1,0,1,0
30448017,1,0,1,0
30448023,1,0,1,0
30448030,2,1,0,1
30451046,1,0,0,1
30500013,1,0,1,0
30500024,1,0,1,0
30500027,2,1,0,1
30503001,1,0,1,0
30503002,1,1,0,0
30504004,1,0,0,1
30504008,1,1,1,0
30507010,1,1,0,0
30510012,1,1,0,0
30510013,1,0,1,0
30510016,1,0,1,0
30511006,1,0,1,0
30512007,1,1,0,0
30512011,1,0,1,0
30512012,1,0,0,1
30512034,1,0,0,1
30514009,1,1,1,0
30514028,2,1,1,0
30515011,1,0,0,1
30515015,1,0,0,1
30521007,1,1,0,0
30522023,1,0,0,1
30522062,1,0,0,1
30522066,1,0,0,1
30530047,2,1,1,0
30531011,1,1,0,0
30533002,1,1,0,0
30534006,1,0,0,1
30541002,1,1,0,0
30541005,1,1,0,0
30541012,1,1,0,0
30600006,1,0,0,1
30600017,1,0,1,0
30604040,1,0,1,0
30611014,1,0,1,0
30612004,1,0,1,0
30634005,1,1,0,0
30634014,2,1,2,0
30634017,1,1,0,0
30643024,1,0,0,1
30701033,4,2,1,1
30707001,1,1,0,0
30710015,1,0,1,0
30710041,1,0,1,0
30710046,1,0,1,0
30710052,1,1,0,0
30710095,1,0,0,1
30710100,1,0,0,1
30723007,1,0,1,0
30800006,1,1,0,0
30803005,1,0,1,0
30804009,1,0,1,0
30810008,1,1,0,0
30810011,1,0,1,0
30810020,1,0,0,1
30816011,1,0,0,1
30820025,1,0,0,1
30820027,1,0,0,1
30820030,1,1,0,0
30821004,1,0,0,1
30821015,1,0,0,1
30821016,1,1,0,0
30821022,1,0,1,0
30821027,1,0,0,1
30822014,1,1,0,0
30822038,1,1,0,0
30822046,1,0,1,0
30825018,1,0,0,1
30832012,1,1,0,0
30903045,1,1,0,0
30903056,1,0,1,0
31001020,1,0,1,0
31001028,1,0,1,0
31001038,1,1,0,0
31001065,1,0,0,1
31001078,1,0,0,1
31002011,1,0,0,1
31003009,2,0,0,2
31003012,1,0,0,1
31003026,1,1,0,0
31003027,1,0,0,1
31003034,1,1,0,0
31004032,1,0,1,0
31004033,1,0,0,1
31011000,1,0,0,1
31014016,1,0,1,0
31015005,1,1,0,0
31015006,1,0,1,0
31017012,1,0,1,0
31017021,1,0,1,0
31020003,1,0,1,0
31021008,1,0,0,1
31021022,1,0,0,1
31023001,1,1,0,0
31023008,1,0,0,1
31024031,1,0,0,1
31024075,1,0,0,1
31029005,1,1,0,0
31029017,1,1,0,0
31042000,2,1,0,1
31042001,1,0,0,1
31042018,1,0,0,1
31042020,1,1,0,0
31043005,1,0,0,1
31045003,1,1,0,0
31101005,1,1,0,0
31115005,1,1,0,0
31133007,1,0,0,1
31133010,1,1,0,0
31134007,1,1,0,0
32030024,1,0,0,1
32030035,1,0,0,1
32030044,1,1,0,0
32043008,1,0,0,1
32110007,2,0,0,2
32214004,1,0,0,1
32301005,1,0,1,0
32315012,2,1,1,0
32316009,1,1,0,0
32316033,1,1,0,0
32322041,2,1,0,1
32323014,1,0,1,0
32324069,1,0,0,1
32325273,1,0,1,0
32325274,1,0,0,1
32361028,1,1,0,0
32403027,1,0,1,0
32403030,1,0,0,1
32403033,1,1,0,0
32403037,1,1,0,0
32403042,1,0,0,1
32416009,8,1,2,5
32416010,1,1,0,0
32628007,1,1,0,0
32628014,1,1,0,0
32628021,1,1,0,0
32823014,1,0,0,1
33003016,1,1,0,0
33004020,1,0,0,1
33006017,1,0,1,0
33011141,1,1,0,0
33016056,1,0,1,0
33016121,1,0,0,1
33026012,1,0,1,0
33026015,1,0,1,0
33026016,3,0,3,0
33053011,1,1,0,0
33060008,1,0,0,1
33060009,3,1,2,0
33060010,1,0,1,0
33060017,1,0,0,1
33060018,2,1,1,0
33060024,1,0,0,1
33060037,1,1,0,0
33060050,1,1,0,0
33060052,1,0,0,1
34020181,1,1,0,0
34023002,1,0,0,1
34023007,1,0,1,0
34030015,1,0,1,0
34030036,1,1,0,0
34100010,1,0,1,0
34101007,1,0,1,0
34101037,1,0,1,0
34101060,1,0,1,0
34101094,1,1,0,0
34101152,1,1,0,0
34101223,1,0,0,1
34101225,1,1,0,0
34104009,2,0,0,2
34106011,1,1,0,0
34110031,1,0,1,0
34120008,1,0,0,1
34121002,1,1,0,0
34121104,1,0,1,0
34121133,1,0,1,0
34121136,1,0,0,1
34150002,1,0,1,0
34150006,1,0,1,0
34152010,1,1,0,0
34200019,1,0,1,0
34203019,1,1,0,0
34204001,1,0,1,0
34204002,1,0,1,0
34204154,1,0,0,1
34207014,1,1,0,0
34210015,1,1,0,0
34212008,1,0,1,0
34212017,1,1,0,0
34212022,1,1,0,0
34213024,3,0,1,2
34220004,1,0,1,0
34220008,1,1,0,0
34220016,2,2,0,0
34220017,1,0,1,0
34220018,2,2,0,0
34222011,1,1,0,0
34225006,1,0,1,0
34225007,1,0,0,1
34225018,1,1,0,0
34225051,2,1,1,1
34225077,1,1,0,0
34225080,1,1,0,0
34225081,1,1,0,0
34225082,4,3,1,1
34226008,1,1,0,0
34226009,1,1,0,0
34240027,1,0,1,0
34240031,1,0,0,1
34241035,1,1,0,0
34241039,1,1,0,0
34304010,3,1,0,2
34304019,1,1,0,0
34350008,1,1,0,0
34356010,1,0,0,1
34363011,4,2,0,2
34511057,1,0,1,0
34513081,1,0,0,1
34513116,1,1,0,0
34514050,1,0,0,1
34617015,1,0,1,0
34621037,2,0,1,1
34641062,1,1,0,0
36010027,1,0,1,0
36020006,1,0,0,1
36020019,1,0,0,1
36020024,1,1,0,0
36020037,1,0,1,0
36020038,1,0,0,1
36020041,1,0,0,1
36022016,1,1,0,0
36025007,1,0,0,1
36030033,1,0,0,1
36030046,1,1,0,0
36035002,1,0,1,0
40000667,2,0,1,1
40000673,2,2,0,0
40000675,2,0,0,2
40000676,2,1,1,0
40000678,1,0,0,1
40000694,2,0,1,1
40000700,1,1,0,0
